Date,Close,twitter_hacks,twitter_pessimistic_doubtful,twitter_banks,twitter_selling,twitter_market_manipulation,twitter_de_centralisation,twitter_angry,twitter_etf,twitter_leverage,twitter_bottom,twitter_institutional_money,twitter_fomo,twitter_prediction,twitter_adoption,twitter_fearful_concerned,twitter_portfolio,twitter_fud_theme,twitter_whitepaper,twitter_announcements,twitter_technical_analysis,twitter_flippening,twitter_community,twitter_investing_trading,twitter_euphoric_excited,twitter_hodling,twitter_ico,twitter_bearish,twitter_going_short,twitter_uncertain,twitter_volume,twitter_risk,twitter_governance,twitter_ban,twitter_cheap,twitter_short_term_trading,twitter_fork,twitter_progress,twitter_shilling,twitter_bullish,twitter_happy,twitter_bubble,twitter_bots,twitter_hopeful,twitter_bug,twitter_open_source,twitter_token_economics,twitter_security,twitter_marketing,twitter_bad_news,twitter_due_diligence,twitter_team,twitter_partnerships,twitter_pump_and_dump,twitter_sad,twitter_panicking,twitter_listing,twitter_regulation_politics,twitter_dip,twitter_launch,twitter_fomo_theme,twitter_advice_support,twitter_rebranding,twitter_wallet,twitter_good_news,twitter_problems_and_issues,twitter_mining,twitter_waiting,twitter_learning,twitter_scaling,twitter_fees,twitter_roadmap,twitter_recovery,twitter_technology,twitter_mistrustful,twitter_marketcap,twitter_positive,twitter_tax,twitter_long_term_investing,twitter_strategy,twitter_competition,twitter_whales,twitter_correction,twitter_stablecoin,twitter_buying,twitter_warning,twitter_annoyed_frustrated,twitter_price,twitter_use_case_applications,twitter_rumor,twitter_scam_fraud,twitter_airdrop,twitter_optimistic,twitter_negative
2019-01-01,3843.52001953125,0.20833333333333334,0.5416666666666666,1.5833333333333333,1.125,0.4166666666666667,1.25,0.5416666666666666,0.3333333333333333,0.125,0.4583333333333333,0.4583333333333333,0.25,8.0,8.083333333333334,0.5416666666666666,0.4166666666666667,0.2916666666666667,0.2916666666666667,0.16666666666666666,6.708333333333333,0.041666666666666664,0.9166666666666666,10.458333333333334,2.375,0.5416666666666666,0.6666666666666666,1.75,0.4166666666666667,3.2083333333333335,3.375,0.5416666666666666,0.0,1.7916666666666667,0.08333333333333333,2.0833333333333335,0.9166666666666666,1.9583333333333333,0.08333333333333333,4.416666666666667,2.875,0.08333333333333333,0.08333333333333333,0.9166666666666666,0.20833333333333334,0.125,0.0,0.625,0.20833333333333334,4.0,3.6666666666666665,1.5,0.08333333333333333,0.08333333333333333,0.3333333333333333,0.0,0.9166666666666666,1.625,0.0,0.4583333333333333,0.08333333333333333,6.125,0.0,2.0,15.166666666666666,1.1666666666666667,4.041666666666667,0.5833333333333334,1.5416666666666667,0.4583333333333333,0.9166666666666666,0.0,0.08333333333333333,19.416666666666668,0.0,0.75,12.791666666666666,0.16666666666666666,5.0,0.20833333333333334,7.041666666666667,0.125,0.16666666666666666,0.125,1.375,0.08333333333333333,0.08333333333333333,26.916666666666668,4.458333333333333,0.16666666666666666,1.2916666666666667,0.0,3.0,13.208333333333334
2019-01-02,3943.409423828125,0.4583333333333333,1.0,1.5,1.5,0.9166666666666666,1.8333333333333333,0.375,0.4166666666666667,0.2916666666666667,1.125,0.4583333333333333,0.4166666666666667,11.0,10.291666666666666,0.5833333333333334,0.7916666666666666,0.4166666666666667,0.4583333333333333,0.3333333333333333,10.333333333333334,0.0,1.75,16.875,2.8333333333333335,0.625,0.5833333333333334,2.6666666666666665,0.7916666666666666,4.083333333333333,4.458333333333333,0.5416666666666666,0.041666666666666664,1.5416666666666667,0.25,2.8333333333333335,0.6666666666666666,2.0416666666666665,0.08333333333333333,6.75,1.0833333333333333,0.20833333333333334,0.20833333333333334,1.0416666666666667,0.3333333333333333,0.20833333333333334,0.20833333333333334,0.875,0.20833333333333334,4.041666666666667,4.875,1.4166666666666667,0.3333333333333333,0.16666666666666666,0.041666666666666664,0.041666666666666664,1.0416666666666667,2.3333333333333335,0.5,0.4583333333333333,0.16666666666666666,10.666666666666666,0.0,3.1666666666666665,18.833333333333332,1.9166666666666667,5.708333333333333,0.7916666666666666,2.2916666666666665,0.7916666666666666,0.7916666666666666,0.125,0.16666666666666666,26.458333333333332,0.125,1.1666666666666667,15.625,0.5833333333333334,6.416666666666667,0.25,7.75,0.16666666666666666,0.25,0.125,2.5,0.4166666666666667,0.041666666666666664,35.125,4.458333333333333,0.08333333333333333,2.2916666666666665,0.08333333333333333,4.333333333333333,16.541666666666668
2019-01-03,3836.7412109375,0.25,1.25,2.9583333333333335,1.5833333333333333,0.75,2.6666666666666665,0.5,0.3333333333333333,0.041666666666666664,0.7083333333333334,0.4583333333333333,0.5833333333333334,12.666666666666666,12.833333333333334,0.75,0.8333333333333334,0.20833333333333334,0.5416666666666666,0.5833333333333334,10.458333333333334,0.08333333333333333,1.125,16.916666666666668,5.041666666666667,0.625,0.4583333333333333,3.7083333333333335,0.8333333333333334,4.333333333333333,3.25,0.8333333333333334,0.0,3.0833333333333335,0.16666666666666666,3.0416666666666665,1.2083333333333333,1.75,0.16666666666666666,7.375,11.166666666666666,0.4166666666666667,0.25,1.875,0.5,0.20833333333333334,0.25,0.9166666666666666,0.375,4.833333333333333,6.208333333333333,2.2083333333333335,0.125,0.041666666666666664,0.25,0.041666666666666664,1.0416666666666667,2.5833333333333335,0.4583333333333333,1.8333333333333333,0.08333333333333333,13.833333333333334,0.041666666666666664,2.9166666666666665,21.5,2.125,6.041666666666667,0.7916666666666666,2.125,0.4583333333333333,1.3333333333333333,0.125,0.041666666666666664,30.75,0.20833333333333334,0.7916666666666666,25.666666666666668,0.7916666666666666,9.666666666666666,0.125,8.375,0.16666666666666666,0.375,0.0,3.1666666666666665,0.4166666666666667,0.041666666666666664,35.708333333333336,6.666666666666667,0.25,2.9583333333333335,0.16666666666666666,5.666666666666667,20.125
2019-01-04,3857.717529296875,0.3333333333333333,0.6666666666666666,1.875,1.625,0.5,1.6666666666666667,0.6666666666666666,0.20833333333333334,0.125,1.0833333333333333,0.5,0.6666666666666666,10.666666666666666,12.583333333333334,0.875,0.6666666666666666,0.2916666666666667,0.625,0.5833333333333334,9.5,0.041666666666666664,1.0416666666666667,15.541666666666666,3.8333333333333335,0.7083333333333334,0.5,3.2083333333333335,0.7083333333333334,3.3333333333333335,4.0,0.5,0.0,1.9583333333333333,0.20833333333333334,2.9166666666666665,1.125,2.6666666666666665,0.25,6.416666666666667,2.6666666666666665,0.16666666666666666,0.3333333333333333,1.125,0.20833333333333334,0.20833333333333334,0.3333333333333333,1.2083333333333333,0.25,3.9166666666666665,5.166666666666667,1.375,0.4583333333333333,0.041666666666666664,0.20833333333333334,0.041666666666666664,1.0,2.2916666666666665,0.6666666666666666,0.5833333333333334,0.08333333333333333,11.916666666666666,0.041666666666666664,3.5833333333333335,20.125,2.0,5.041666666666667,0.625,2.625,0.4166666666666667,0.75,0.08333333333333333,0.20833333333333334,26.625,0.08333333333333333,0.9583333333333334,18.541666666666668,0.9166666666666666,7.083333333333333,0.041666666666666664,8.333333333333334,0.16666666666666666,0.4166666666666667,0.5,2.5,0.4583333333333333,0.08333333333333333,30.625,6.583333333333333,0.041666666666666664,2.375,0.16666666666666666,4.75,18.291666666666668
2019-01-05,3845.194580078125,0.125,0.6666666666666666,1.3333333333333333,1.2916666666666667,0.4166666666666667,1.5416666666666667,0.4166666666666667,0.16666666666666666,0.08333333333333333,0.7083333333333334,0.2916666666666667,0.4583333333333333,8.916666666666666,9.458333333333334,0.6666666666666666,0.6666666666666666,0.2916666666666667,0.16666666666666666,0.3333333333333333,8.291666666666666,0.0,0.7916666666666666,14.291666666666666,2.4166666666666665,0.375,0.625,1.75,0.625,3.625,3.8333333333333335,0.5,0.0,1.5833333333333333,0.125,2.0833333333333335,1.0833333333333333,1.5416666666666667,0.5,5.333333333333333,0.6666666666666666,0.4583333333333333,0.20833333333333334,1.6666666666666667,0.16666666666666666,0.16666666666666666,0.125,1.0416666666666667,0.5,3.5,4.5,1.5833333333333333,0.041666666666666664,0.0,0.041666666666666664,0.0,0.6666666666666666,1.9166666666666667,0.375,0.75,0.0,11.25,0.0,2.9166666666666665,15.333333333333334,1.3333333333333333,4.083333333333333,1.0416666666666667,2.1666666666666665,0.20833333333333334,1.4583333333333333,0.0,0.041666666666666664,20.0,0.125,0.6666666666666666,13.0,0.2916666666666667,6.083333333333333,0.125,8.083333333333334,0.25,0.08333333333333333,0.0,2.5416666666666665,0.5833333333333334,0.041666666666666664,28.833333333333332,4.875,0.25,2.5416666666666665,0.08333333333333333,4.291666666666667,15.666666666666666
2019-01-06,4076.632568359375,0.0,1.1666666666666667,1.0,1.375,0.4583333333333333,1.3333333333333333,0.5833333333333334,0.125,0.125,1.1666666666666667,0.2916666666666667,0.4166666666666667,12.5,8.041666666666666,0.75,0.6666666666666666,0.375,0.041666666666666664,0.16666666666666666,11.833333333333334,0.041666666666666664,0.5833333333333334,19.0,2.7083333333333335,0.5,0.4166666666666667,3.625,1.375,4.333333333333333,5.666666666666667,0.75,0.041666666666666664,1.0416666666666667,0.20833333333333334,3.375,0.5833333333333334,1.5,0.25,7.833333333333333,0.6666666666666666,0.25,0.08333333333333333,1.375,0.16666666666666666,0.16666666666666666,0.08333333333333333,1.0416666666666667,0.25,3.4166666666666665,4.083333333333333,1.75,0.4583333333333333,0.0,0.041666666666666664,0.08333333333333333,0.9166666666666666,1.4583333333333333,0.4166666666666667,0.375,0.16666666666666666,11.0,0.0,2.0416666666666665,13.416666666666666,1.9166666666666667,4.208333333333333,0.875,1.5833333333333333,0.5833333333333334,1.2916666666666667,0.0,0.0,20.5,0.041666666666666664,0.875,15.708333333333334,0.3333333333333333,6.458333333333333,0.375,6.375,0.125,0.08333333333333333,0.125,2.7083333333333335,0.4166666666666667,0.041666666666666664,34.75,3.8333333333333335,0.125,2.5,0.16666666666666666,4.375,18.375
2019-01-07,4025.248291015625,0.4166666666666667,1.3333333333333333,1.5,1.2916666666666667,0.5,1.875,0.6666666666666666,1.7083333333333333,0.5,1.25,0.25,0.5833333333333334,10.875,10.583333333333334,0.8333333333333334,0.625,0.5416666666666666,0.125,0.20833333333333334,10.583333333333334,0.08333333333333333,0.9166666666666666,18.416666666666668,3.0416666666666665,0.3333333333333333,0.4166666666666667,2.5833333333333335,1.375,4.333333333333333,4.875,0.875,0.0,1.625,0.2916666666666667,2.5833333333333335,1.1666666666666667,2.4583333333333335,0.16666666666666666,7.291666666666667,0.9166666666666666,0.20833333333333334,0.5416666666666666,1.4166666666666667,0.125,0.16666666666666666,0.0,1.2916666666666667,0.16666666666666666,4.083333333333333,5.291666666666667,2.4166666666666665,0.3333333333333333,0.041666666666666664,0.0,0.0,0.7083333333333334,3.7916666666666665,0.25,0.625,0.125,11.458333333333334,0.0,3.2083333333333335,19.5,1.7916666666666667,4.916666666666667,1.2083333333333333,2.125,0.5833333333333334,1.0833333333333333,0.16666666666666666,0.4166666666666667,26.916666666666668,0.20833333333333334,0.75,15.958333333333334,0.25,6.458333333333333,0.3333333333333333,8.166666666666666,0.20833333333333334,0.3333333333333333,0.08333333333333333,2.5833333333333335,0.625,0.041666666666666664,35.25,5.916666666666667,0.16666666666666666,2.375,0.125,4.625,19.916666666666668
2019-01-08,4030.847900390625,0.08333333333333333,0.25,0.2916666666666667,1.0416666666666667,0.3333333333333333,0.625,0.25,0.8333333333333334,0.16666666666666666,0.7083333333333334,0.16666666666666666,0.0,3.4583333333333335,3.0,0.25,0.3333333333333333,0.041666666666666664,0.041666666666666664,0.0,3.9583333333333335,0.0,0.16666666666666666,6.25,0.75,0.20833333333333334,0.20833333333333334,1.1666666666666667,0.4583333333333333,1.25,1.4583333333333333,0.5,0.0,0.2916666666666667,0.125,0.75,0.25,0.625,0.08333333333333333,2.0416666666666665,0.25,0.08333333333333333,0.08333333333333333,0.4166666666666667,0.041666666666666664,0.0,0.041666666666666664,0.7083333333333334,0.08333333333333333,1.75,1.8333333333333333,0.625,0.08333333333333333,0.125,0.0,0.0,0.20833333333333334,1.2083333333333333,0.3333333333333333,0.20833333333333334,0.0,3.5833333333333335,0.0,0.6666666666666666,6.875,0.5416666666666666,2.2083333333333335,0.4166666666666667,0.5,0.20833333333333334,0.20833333333333334,0.0,0.20833333333333334,10.291666666666666,0.0,0.2916666666666667,5.166666666666667,0.125,3.25,0.041666666666666664,3.125,0.041666666666666664,0.20833333333333334,0.25,1.125,0.08333333333333333,0.08333333333333333,12.458333333333334,1.6666666666666667,0.0,1.6666666666666667,0.0,1.4166666666666667,6.75
2019-01-09,4035.29638671875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-10,3678.924560546875,0.4583333333333333,1.0416666666666667,1.8333333333333333,2.5833333333333335,0.5,2.0416666666666665,0.9583333333333334,2.8333333333333335,0.3333333333333333,1.875,1.375,1.0416666666666667,16.208333333333332,10.25,0.6666666666666666,0.5,0.3333333333333333,0.16666666666666666,0.4583333333333333,13.708333333333334,0.08333333333333333,0.7916666666666666,26.5,4.083333333333333,0.6666666666666666,0.5833333333333334,6.125,1.7916666666666667,4.458333333333333,5.041666666666667,1.2916666666666667,0.0,1.875,0.25,3.9583333333333335,1.1666666666666667,2.125,0.125,10.0,1.375,0.375,0.3333333333333333,2.0833333333333335,0.0,0.125,0.20833333333333334,1.375,0.20833333333333334,4.666666666666667,6.5,3.0,0.20833333333333334,0.041666666666666664,0.20833333333333334,0.2916666666666667,0.7916666666666666,4.083333333333333,1.1666666666666667,0.625,0.375,12.791666666666666,0.041666666666666664,3.4583333333333335,20.666666666666668,1.9166666666666667,6.5,1.375,2.1666666666666665,0.20833333333333334,0.875,0.08333333333333333,0.08333333333333333,27.208333333333332,0.16666666666666666,0.7083333333333334,18.166666666666668,0.3333333333333333,8.75,0.3333333333333333,8.25,0.4583333333333333,0.5,0.0,3.2916666666666665,0.7083333333333334,0.08333333333333333,47.25,3.9583333333333335,0.5,2.5833333333333335,0.125,3.4583333333333335,22.75
